name,type,tags,uploader,date,link,thumbnail,note
Nursery – A mother holding a baby indoors,jpg,"people-environments, indoor, adult, baby",,2024-05-16,https://drive.google.com/file/d/13rWA_Z5uAI1jz3N_zX1kGfm7faJ76Y4K/view?usp=drive_link,https://drive.google.com/thumbnail?id=13rWA_Z5uAI1jz3N_zX1kGfm7faJ76Y4K&sz=w400,
Nursery – Family photo at home,jpg,"people-environments, indoor, adult",,2024-08-20,https://drive.google.com/file/d/1RCOgLkGjs_nWSKGZ65C7jv4H76whmaQg/view?usp=drive_link,https://drive.google.com/thumbnail?id=1RCOgLkGjs_nWSKGZ65C7jv4H76whmaQg&sz=w400,
Nursery – Family photo – Family of three posing for a picture outside a building with one adult and a child in front of a wall,jpg,"people-environments, adult, outdoor",,2024-05-16,https://drive.google.com/file/d/1XAwkMvp5cDuMam-XRqdekqQDK1fPXBOQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1XAwkMvp5cDuMam-XRqdekqQDK1fPXBOQ&sz=w400,
Nursery – Family Photo Session,jpg,"people-environments, adult, indoor",,2024-05-16,https://drive.google.com/file/d/11hnoZd9pK7a3ANG4X-_X5Jpt1US9JABL/view?usp=drive_link,https://drive.google.com/thumbnail?id=11hnoZd9pK7a3ANG4X-_X5Jpt1US9JABL&sz=w400,
Nursery – Family photo,jpg,"people-environments, adult, outdoor",,2024-05-16,https://drive.google.com/file/d/1SgoivUcYtmUeDNmaSqbkFWFrJZoddJHp/view?usp=drive_link,https://drive.google.com/thumbnail?id=1SgoivUcYtmUeDNmaSqbkFWFrJZoddJHp&sz=w400,
Nursery – Family photo outdoors,jpg,"people-environments, outdoor, adult, educator",,2024-05-16,https://drive.google.com/file/d/1iJBLYj--V_Ll7SogV2U8KEM2LK4QHxQQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1iJBLYj--V_Ll7SogV2U8KEM2LK4QHxQQ&sz=w400,
Nursery – Woman hugging baby,jpg,"people-environments, indoor, adult, baby",,2024-05-16,https://drive.google.com/file/d/15J0UrYaOtO61QjIGCsV9WuaI-3-anhCd/view?usp=drive_link,https://drive.google.com/thumbnail?id=15J0UrYaOtO61QjIGCsV9WuaI-3-anhCd&sz=w400,
Nursery – Indoor social gathering with a woman and child,jpg,"people-environments, indoor, adult, educator, manager",,2025-01-23,https://drive.google.com/file/d/1g3k31_cDfcfZqAwPipT8VM9NYeKk4Sgr/view?usp=drive_link,https://drive.google.com/thumbnail?id=1g3k31_cDfcfZqAwPipT8VM9NYeKk4Sgr&sz=w400,
Nursery – Man and child indoors,jpg,"people-environments, indoor, adult, educator",,2024-10-30,https://drive.google.com/file/d/1SBYj-3DIIaYOfeDcOawl15hlp71ZluPm/view?usp=drive_link,https://drive.google.com/thumbnail?id=1SBYj-3DIIaYOfeDcOawl15hlp71ZluPm&sz=w400,
Nursery – Woman and child outdoors,jpg,"people-environments, outdoor, adult",,2024-05-16,https://drive.google.com/file/d/1Zu7RUbQtnHzCZdCaLFoMB-0ExQ41K_p9/view?usp=drive_link,https://drive.google.com/thumbnail?id=1Zu7RUbQtnHzCZdCaLFoMB-0ExQ41K_p9&sz=w400,
Nursery – Family outing,jpg,"people-environments, outdoor, adult, hugging",,2024-10-30,https://drive.google.com/file/d/17_KPFAIfZXXkNaHEUPdEA0JS6GOekbyR/view?usp=drive_link,https://drive.google.com/thumbnail?id=17_KPFAIfZXXkNaHEUPdEA0JS6GOekbyR&sz=w400,
Nursery – Indoor,jpg,"people-environments, indoor",,2024-05-16,https://drive.google.com/file/d/1-rU_WUPASQNascRXwCEti0Y8vMZ08zaz/view?usp=drive_link,https://drive.google.com/thumbnail?id=1-rU_WUPASQNascRXwCEti0Y8vMZ08zaz&sz=w400,
Nursery – A mother hugging her child indoors,jpg,"people-environments, indoor, adult, educator, manager",,2024-08-20,https://drive.google.com/file/d/1eK_kHbDHfEzYPjDw-GQs7pnlh4NRgvj8/view?usp=drive_link,https://drive.google.com/thumbnail?id=1eK_kHbDHfEzYPjDw-GQs7pnlh4NRgvj8&sz=w400,
Nursery – A woman hugging a baby indoors with striped shirt and blue sweater,jpg,"people-environments, nursery, indoor, adult, educator, manager",,2024-08-20,https://drive.google.com/file/d/1V3gdGVrvY8MSgbVFAJN0lttP0QgE-20K/view?usp=drive_link,https://drive.google.com/thumbnail?id=1V3gdGVrvY8MSgbVFAJN0lttP0QgE-20K&sz=w400,
Nursery – Woman hugging child outdoors,jpg,"people-environments, outdoor",,2024-05-16,https://drive.google.com/file/d/12CysCqG75gaFeaa4KIJ3WQ0s4HABY8Zp/view?usp=drive_link,https://drive.google.com/thumbnail?id=12CysCqG75gaFeaa4KIJ3WQ0s4HABY8Zp&sz=w400,
Nursery – Adult and baby indoors,jpg,"people-environments, indoor, adult, baby",,2024-05-16,https://drive.google.com/file/d/1LdTHTfwFPnbf0zaUqvb0RybOqLFVHi2p/view?usp=drive_link,https://drive.google.com/thumbnail?id=1LdTHTfwFPnbf0zaUqvb0RybOqLFVHi2p&sz=w400,
Nursery – Children playing with colorful rings on table,jpg,"people-environments, indoor, play, children, adult, educator",,2022-10-28,https://drive.google.com/file/d/1--K-z2moGfsrmX4APNizjBb8Mi9D7Laz/view?usp=drive_link,https://drive.google.com/thumbnail?id=1--K-z2moGfsrmX4APNizjBb8Mi9D7Laz&sz=w400,
Nursery – Classroom – Teacher standing with children clapping and looking on,jpg,"people-environments, classroom, children, adult, educator",,2024-05-28,https://drive.google.com/file/d/16JZGEx6iw-G082ds6LeFRJeLa8OnydsF/view?usp=drive_link,https://drive.google.com/thumbnail?id=16JZGEx6iw-G082ds6LeFRJeLa8OnydsF&sz=w400,
Nursery – Office – Woman sitting at a desk with a computer and drawing materials,png,"people-environments, adult, office, indoor",,2026-02-24,https://drive.google.com/file/d/1G-Vx02A0cyVRk9R-Ofx6OHkpsWMH2aKG/view?usp=drive_link,https://drive.google.com/thumbnail?id=1G-Vx02A0cyVRk9R-Ofx6OHkpsWMH2aKG&sz=w400,
Nursery – Classroom – Woman cleaning a colorful classroom floor.,jpg,"people-environments, indoor, classroom, adult, educator, manager",,2023-06-16,https://drive.google.com/file/d/1tdo5UhjK4vGckpVhvx4huMSs9kV6fZl9/view?usp=drive_link,https://drive.google.com/thumbnail?id=1tdo5UhjK4vGckpVhvx4huMSs9kV6fZl9&sz=w400,
Nursery – Office – Woman sitting at desk with computer and mouse,jpg,"people-environments, indoor, office, adult, educator, manager",,2018-07-25,https://drive.google.com/file/d/1i3a_Q4BkjFoMAteFKr4HUtxRSsrY8X41/view?usp=drive_link,https://drive.google.com/thumbnail?id=1i3a_Q4BkjFoMAteFKr4HUtxRSsrY8X41&sz=w400,
Nursery – Children playing with toy blocks in a classroom setting,jpg,"people-environments, classroom, children, play",,2021-10-21,https://drive.google.com/file/d/14la_E85cJEr1YW-oOKWw9Hw-u443DJbS/view?usp=drive_link,https://drive.google.com/thumbnail?id=14la_E85cJEr1YW-oOKWw9Hw-u443DJbS&sz=w400,
Nursery – Educator standing in classroom surrounded by children's artwork and materials,jpg,"people-environments, indoor, classroom, nursery, adult, educator, manager",,2024-05-31,https://drive.google.com/file/d/16RL-ub8JT_-okcBGAlg4Pdlco-aH-MYQ/view?usp=drive_link,https://drive.google.com/thumbnail?id=16RL-ub8JT_-okcBGAlg4Pdlco-aH-MYQ&sz=w400,
Nursery – Classroom – A woman and children at a wooden table,jpg,"people-environments, indoor, classroom, children, adult, educator",,2025-01-30,https://drive.google.com/file/d/1grxPy85ItLMuc6NFkGkdLlMUaSL2kiNG/view?usp=drive_link,https://drive.google.com/thumbnail?id=1grxPy85ItLMuc6NFkGkdLlMUaSL2kiNG&sz=w400,
Nursery – Children engaged in arts and crafts indoors,jpg,"people-environments, indoor, classroom, children, adult, educator",,2025-01-23,https://drive.google.com/file/d/1gse9Gghs4mJBFp2XOBz8Az-TEOaEu4nb/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gse9Gghs4mJBFp2XOBz8Az-TEOaEu4nb&sz=w400,
Nursery – Family time with young children and their mother,jpg,"people-environments, indoor, children, adult, educator",,2025-06-10,https://drive.google.com/file/d/1gNBAJwn12GNTuOOL-SVzYuRtGaRaTf5P/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gNBAJwn12GNTuOOL-SVzYuRtGaRaTf5P&sz=w400,
Nursery – Family time with toys indoors,jpg,"people-environments, indoor, play, children, adult",,2020-08-20,https://drive.google.com/file/d/1hh9Tnj-3X5qNdbIpZlnEvuiG2TqiPQof/view?usp=drive_link,https://drive.google.com/thumbnail?id=1hh9Tnj-3X5qNdbIpZlnEvuiG2TqiPQof&sz=w400,
Nursery – Woman and children in classroom,jpg,"people-environments, indoor, classroom, children, adult, educator",,2021-12-03,https://drive.google.com/file/d/1MaHTXpaTkfl48-INcwtTTFCVskc3z6mK/view?usp=drive_link,https://drive.google.com/thumbnail?id=1MaHTXpaTkfl48-INcwtTTFCVskc3z6mK&sz=w400,
Nursery – Woman with children at a craft table,jpg,"people-environments, indoor, classroom, nursery, adult, educator",,2025-01-23,https://drive.google.com/file/d/1g2mQkyGo5mEQv2ama4bIf3DYjMVNPOzu/view?usp=drive_link,https://drive.google.com/thumbnail?id=1g2mQkyGo5mEQv2ama4bIf3DYjMVNPOzu&sz=w400,
Nursery – Woman with children playing with blocks indoors,jpg,"people-environments, indoor, nursery, play, children, adult, educator",,2016-11-01,https://drive.google.com/file/d/1mxEBBJ3A81OO3UHctKDXmdRbX73mREqj/view?usp=drive_link,https://drive.google.com/thumbnail?id=1mxEBBJ3A81OO3UHctKDXmdRbX73mREqj&sz=w400,
Nursery – Adult educator reading to children indoors,jpg,"people-environments, indoor, nursery, adult, educator",,2022-11-04,https://drive.google.com/file/d/1ovN9BX2EYa8GDSBbzV2sc85d_8EZGvts/view?usp=drive_link,https://drive.google.com/thumbnail?id=1ovN9BX2EYa8GDSBbzV2sc85d_8EZGvts&sz=w400,
Nursery – Classroom,jpg,"people-environments, classroom, children, adult, educator, manager",,2024-07-02,https://drive.google.com/file/d/10jlhy5pHr5pNMAq9A-Pam8MGDivhqYU1/view?usp=drive_link,https://drive.google.com/thumbnail?id=10jlhy5pHr5pNMAq9A-Pam8MGDivhqYU1&sz=w400,
Nursery – Children playing with colorful blocks under supervision of an adult in a classroom setting,jpg,"people-environments, indoor, classroom, nursery, adult, children",,2025-01-23,https://drive.google.com/file/d/1g1DnD7j1dgGAETmh6yN9Tm5zphZRhN-l/view?usp=drive_link,https://drive.google.com/thumbnail?id=1g1DnD7j1dgGAETmh6yN9Tm5zphZRhN-l&sz=w400,
Nursery – Family playing together indoors,jpg,"people-environments, indoor, play, children, adult",,2020-08-20,https://drive.google.com/file/d/1hrkjVzIdthZ6zrLNcb3XvKIHfAzRzlDR/view?usp=drive_link,https://drive.google.com/thumbnail?id=1hrkjVzIdthZ6zrLNcb3XvKIHfAzRzlDR&sz=w400,
Nursery – Indoor play area for young children,jpg,"people-environments, indoor, play, children, adult",,2021-10-22,https://drive.google.com/file/d/1gBTeySyWtEVlfbQ1rGvimoY8az3ch8IU/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gBTeySyWtEVlfbQ1rGvimoY8az3ch8IU&sz=w400,
"Nursery – Family photo with an adult and two children, likely a school setting or classroom",jpg,"people-environments, indoor, classroom, educator, manager",,2024-05-16,https://drive.google.com/file/d/1PhxwxX8CcegyAH-RlyGB3tbvkw22mgc7/view?usp=drive_link,https://drive.google.com/thumbnail?id=1PhxwxX8CcegyAH-RlyGB3tbvkw22mgc7&sz=w400,
Nursery – Classroom – Group of children being taught by an adult.,jpg,"people-environments, classroom, children, adult",,2017-05-11,https://drive.google.com/file/d/1fyzSGlTdUV1DTwSTOhTXQKTUa9GDutyF/view?usp=drive_link,https://drive.google.com/thumbnail?id=1fyzSGlTdUV1DTwSTOhTXQKTUa9GDutyF&sz=w400,
Nursery – Classroom with children and educator,jpg,"people-environments, indoor, classroom, children, educator",,2025-01-23,https://drive.google.com/file/d/1h-VueBNJcQAvRT0vkwqAkiALrJ35fM4v/view?usp=drive_link,https://drive.google.com/thumbnail?id=1h-VueBNJcQAvRT0vkwqAkiALrJ35fM4v&sz=w400,
Nursery – Girl wearing a fur coat with a leopard print scarf and a pink pompom hat,jpg,"people-environments, outdoor, children",,2025-01-23,https://drive.google.com/file/d/1fs3_XIq3tvYTDa5KBuD1kFJrM4gkQh8E/view?usp=drive_link,https://drive.google.com/thumbnail?id=1fs3_XIq3tvYTDa5KBuD1kFJrM4gkQh8E&sz=w400,
Nursery – Children sitting on floor playing with toys,jpg,"people-environments, indoor, play, children",,2024-05-16,https://drive.google.com/file/d/1TQrJqkzGqGTqZAYuSINYRL5vKcbL0lwW/view?usp=drive_link,https://drive.google.com/thumbnail?id=1TQrJqkzGqGTqZAYuSINYRL5vKcbL0lwW&sz=w400,
Nursery – Indoor play area with a baby and an adult present,jpg,"people-environments, indoor, play, children, baby, adult",,2026-02-26,https://drive.google.com/file/d/1TWyy3EEiGP-1qzDkCM_XFa1oQue6gMB6/view?usp=drive_link,https://drive.google.com/thumbnail?id=1TWyy3EEiGP-1qzDkCM_XFa1oQue6gMB6&sz=w400,
Nursery – Toddler playing with colorful toys at a table.,jpg,"people-environments, indoor, play, dining, children",,2022-06-28,https://drive.google.com/file/d/1O-Y9FMGzR0fwGfP2fsu0f6s41hfkmP2x/view?usp=drive_link,https://drive.google.com/thumbnail?id=1O-Y9FMGzR0fwGfP2fsu0f6s41hfkmP2x&sz=w400,
Nursery – Small child standing by window with reflection on glass,jpg,"people-environments, indoor, nursery, adult",,2024-05-16,https://drive.google.com/file/d/1lss_ASODybi19ap3b7FM-XMr7UhYvYo9/view?usp=drive_link,https://drive.google.com/thumbnail?id=1lss_ASODybi19ap3b7FM-XMr7UhYvYo9&sz=w400,
Nursery – Children on swings outdoors,jpg,"people-environments, outdoor, play, children",,2018-07-27,https://drive.google.com/file/d/1IdH8b0u_0nEMAD-nQxFTwdCrCO3BKKjf/view?usp=drive_link,https://drive.google.com/thumbnail?id=1IdH8b0u_0nEMAD-nQxFTwdCrCO3BKKjf&sz=w400,
Nursery – Toddler with crayons near chalkboard,jpg,"people-environments, indoor, nursery, children, adult",,2008-02-04,https://drive.google.com/file/d/1jUaPyf1Ez-xKV4elLLH7BuLHaAWNUhz3/view?usp=drive_link,https://drive.google.com/thumbnail?id=1jUaPyf1Ez-xKV4elLLH7BuLHaAWNUhz3&sz=w400,
Nursery – Children playing with blocks indoors,jpg,"people-environments, indoor, nursery, children",,2014-10-13,https://drive.google.com/file/d/1i4N6SunYWESOiENaHv5blisvD8rR46ka/view?usp=drive_link,https://drive.google.com/thumbnail?id=1i4N6SunYWESOiENaHv5blisvD8rR46ka&sz=w400,
Nursery – Child sitting at desk in classroom,jpg,"people-environments, classroom, indoor, children",,2014-03-06,https://drive.google.com/file/d/1gDvWZUoHsZqt5qKo35snOQGSIUVobTWb/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gDvWZUoHsZqt5qKo35snOQGSIUVobTWb&sz=w400,
Nursery – Children sitting in a circle on the floor with adults and children laughing and smiling at the camera,jpg,"people-environments, indoor, classroom, children, adult, educator",,2025-01-23,https://drive.google.com/file/d/1geJW5KHZkWNgPu5HKFnlHgAV0iyx068T/view?usp=drive_link,https://drive.google.com/thumbnail?id=1geJW5KHZkWNgPu5HKFnlHgAV0iyx068T&sz=w400,
Nursery – Children in classroom setting with educator,jpg,"people-environments, indoor, classroom, nursery, children, adult, educator",,2023-03-14,https://drive.google.com/file/d/1pOjPt6SklYKxANzfuWCMfMagUgwURymf/view?usp=drive_link,https://drive.google.com/thumbnail?id=1pOjPt6SklYKxANzfuWCMfMagUgwURymf&sz=w400,
Nursery – Playground – Small child playing inside play equipment,jpg,"people-environments, indoor",,2024-11-27,https://drive.google.com/file/d/1E0gEvAR3VmYXYJnSHy-FE6D93_7MZAur/view?usp=drive_link,https://drive.google.com/thumbnail?id=1E0gEvAR3VmYXYJnSHy-FE6D93_7MZAur&sz=w400,
Nursery – Small child playing with blocks indoors,jpg,"people-environments, indoor, nursery, children, educator",,2024-10-16,https://drive.google.com/file/d/11lRpI0xgqvzxWwKV41mxQ2PeJjy88a4t/view?usp=drive_link,https://drive.google.com/thumbnail?id=11lRpI0xgqvzxWwKV41mxQ2PeJjy88a4t&sz=w400,
Nursery – Little girl playing with toys on colorful carpet,jpg,"people-environments, indoor, children",,2023-01-26,https://drive.google.com/file/d/1fnFkIjqUr-29YMUG8nXh6cOk8aYwrDEi/view?usp=drive_link,https://drive.google.com/thumbnail?id=1fnFkIjqUr-29YMUG8nXh6cOk8aYwrDEi&sz=w400,
Nursery – Little girl playing on outdoor play structure,jpg,"people-environments, outdoor, play, children, adult",,2025-01-23,https://drive.google.com/file/d/1hJiBG-gD8qs-JewroV1h0YSnI4T7n4eJ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1hJiBG-gD8qs-JewroV1h0YSnI4T7n4eJ&sz=w400,
Nursery – Classroom,jpg,"people-environments, indoor, adult, children",,2025-01-23,https://drive.google.com/file/d/1hsxEKZ66JKDulsQ1XMlRASPNhkm1FJgT/view?usp=drive_link,https://drive.google.com/thumbnail?id=1hsxEKZ66JKDulsQ1XMlRASPNhkm1FJgT&sz=w400,
Nursery – Children playing at outdoor playground,jpg,"people-environments, outdoor, play, children",,2024-11-15,https://drive.google.com/file/d/1nihSs6aZDKIWRQ9SXMsPYJ33FjHFZZEE/view?usp=drive_link,https://drive.google.com/thumbnail?id=1nihSs6aZDKIWRQ9SXMsPYJ33FjHFZZEE&sz=w400,
Nursery – Children sitting on floor for storytime,jpg,"people-environments, indoor, nursery, children, adult, educator",,2021-08-05,https://drive.google.com/file/d/1g3f4mpwA19Qe-1f1rALuujwH1RLCM0-W/view?usp=drive_link,https://drive.google.com/thumbnail?id=1g3f4mpwA19Qe-1f1rALuujwH1RLCM0-W&sz=w400,
Nursery – Baby sitting on table and holding balloons.,jpg,"people-environments, indoor, adult, baby",,2024-11-18,https://drive.google.com/file/d/1R2e_dTbH8TxlIMflf61vsn-zLQMwuDNT/view?usp=drive_link,https://drive.google.com/thumbnail?id=1R2e_dTbH8TxlIMflf61vsn-zLQMwuDNT&sz=w400,
Nursery – Baby playing with abacus,jpg,"people-environments, indoor, nursery, children, baby, educator",,2024-10-16,https://drive.google.com/file/d/1oY1HO0qRgQrfDSfeiE4IEzXQqKpqfmLJ/view?usp=drive_link,https://drive.google.com/thumbnail?id=1oY1HO0qRgQrfDSfeiE4IEzXQqKpqfmLJ&sz=w400,
Nursery – Classroom – Children playing with model trains indoors,jpg,"people-environments, indoor, classroom, children, adult",,2025-01-23,https://drive.google.com/file/d/1fYWaUx7wjUtzTvMe9cMCrQuhbJbBRDAC/view?usp=drive_link,https://drive.google.com/thumbnail?id=1fYWaUx7wjUtzTvMe9cMCrQuhbJbBRDAC&sz=w400,
Nursery – Children playing with a ball indoors,jpg,"people-environments, indoor, nursery, children",,2024-11-14,https://drive.google.com/file/d/1pEdgWQZB5pKgaLyb8soIehjyasu6k3k_/view?usp=drive_link,https://drive.google.com/thumbnail?id=1pEdgWQZB5pKgaLyb8soIehjyasu6k3k_&sz=w400,
Nursery – Outdoor activity at a campsite,jpg,"people-environments, outdoor, children, adult",,2026-02-23,https://drive.google.com/file/d/1mK-U1eQLqYuvHS9Iz-iv5JCD5cgPXk8n/view?usp=drive_link,https://drive.google.com/thumbnail?id=1mK-U1eQLqYuvHS9Iz-iv5JCD5cgPXk8n&sz=w400,
Nursery – Children in a snowy outdoor setting posing for a photo,jpg,"people-environments, outdoor, children, adult, educator",,2018-05-02,https://drive.google.com/file/d/1w4cHxZ-JGMpccnS7EiV5gf7H2jR59Ytp/view?usp=drive_link,https://drive.google.com/thumbnail?id=1w4cHxZ-JGMpccnS7EiV5gf7H2jR59Ytp&sz=w400,
Nursery – Playground – Boy climbing play structure,jpg,"people-environments, children, outdoor",,2023-03-14,https://drive.google.com/file/d/1pGbIg5ycs6lPRD_S2gzZQbT70o5PyDDX/view?usp=drive_link,https://drive.google.com/thumbnail?id=1pGbIg5ycs6lPRD_S2gzZQbT70o5PyDDX&sz=w400,
Nursery – Two children playing in the snow on a park bench,jpg,"people-environments, outdoor, children, adult",,2018-05-02,https://drive.google.com/file/d/1LryLQRt5j4tY5samvlsOersqPwmhdb4t/view?usp=drive_link,https://drive.google.com/thumbnail?id=1LryLQRt5j4tY5samvlsOersqPwmhdb4t&sz=w400,
Nursery – Baby playing with toys,jpg,"people-environments, indoor, nursery, children",,2022-06-28,https://drive.google.com/file/d/1C_VqE3eY-1LRy0tbQp-ne_8FosvqyWz5/view?usp=drive_link,https://drive.google.com/thumbnail?id=1C_VqE3eY-1LRy0tbQp-ne_8FosvqyWz5&sz=w400,
Nursery – Boy in glasses reading a book,jpg,"people-environments, indoor, children, reading",,2023-04-04,https://drive.google.com/file/d/1pegmHXSgwH4MIUH6GoVQdvv__HsrGWv4/view?usp=drive_link,https://drive.google.com/thumbnail?id=1pegmHXSgwH4MIUH6GoVQdvv__HsrGWv4&sz=w400,
Nursery – Children playing with construction paper dinosaurs at a table indoors,jpg,"people-environments, indoor, classroom, children, adult, educator, manager",,2024-05-16,https://drive.google.com/file/d/17OkPNnTKzU-b6I5bdYDeJtvhoOS6Z6UT/view?usp=drive_link,https://drive.google.com/thumbnail?id=17OkPNnTKzU-b6I5bdYDeJtvhoOS6Z6UT&sz=w400,
Nursery – Toddler playing with toys on the floor,jpg,"people-environments, indoor, children, educator, manager",,2024-05-16,https://drive.google.com/file/d/1dguoVxfTx5syDlm491bkmuGenXWHgWIA/view?usp=drive_link,https://drive.google.com/thumbnail?id=1dguoVxfTx5syDlm491bkmuGenXWHgWIA&sz=w400,
Nursery – Children at a workstation,jpg,"people-environments, indoor, classroom, children, adult, educator",,2022-02-24,https://drive.google.com/file/d/1gOev2JGSgh4iReE6ErcaJKt79hzJn4Yl/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gOev2JGSgh4iReE6ErcaJKt79hzJn4Yl&sz=w400,
Nursery – Children playing with sticks indoors,jpg,"people-environments, indoor, play, children",,2025-01-30,https://drive.google.com/file/d/13RDguBjVvTkYv6zbw0KanBCZfw2niKTx/view?usp=drive_link,https://drive.google.com/thumbnail?id=13RDguBjVvTkYv6zbw0KanBCZfw2niKTx&sz=w400,
"Nursery – Children sitting at table with coloring materials and snacks, outdoor",jpg,"people-environments, outdoor, children, adult",,2024-11-15,https://drive.google.com/file/d/1TOcNCMVOc1xoKW0f9rV0wGOVlqluX7ph/view?usp=drive_link,https://drive.google.com/thumbnail?id=1TOcNCMVOc1xoKW0f9rV0wGOVlqluX7ph&sz=w400,
Nursery – Child sitting on swing,jpg,"people-environments, outdoor, children, adult",,2018-07-27,https://drive.google.com/file/d/15nGyKLv3gvbdwwTQ1mrkDxNFB_VOnU9X/view?usp=drive_link,https://drive.google.com/thumbnail?id=15nGyKLv3gvbdwwTQ1mrkDxNFB_VOnU9X&sz=w400,
Nursery – Children playing with dinosaurs at a table,jpg,"people-environments, indoor, classroom, children, educator",,2025-01-23,https://drive.google.com/file/d/1fp1_2a39ZVoR46z4qtCASdNtrgwr1kt2/view?usp=drive_link,https://drive.google.com/thumbnail?id=1fp1_2a39ZVoR46z4qtCASdNtrgwr1kt2&sz=w400,
Nursery – Little girl playing with clay,jpg,"people-environments, indoor, children",,2024-10-28,https://drive.google.com/file/d/191mIU_oT1wUB2TbuI8Y8oWzN-2bnpDaa/view?usp=drive_link,https://drive.google.com/thumbnail?id=191mIU_oT1wUB2TbuI8Y8oWzN-2bnpDaa&sz=w400,
"Nursery – Playground – Children forming a circle and holding hands with an adult, outdoor",jpg,"people-environments, outdoor, children",,2025-01-30,https://drive.google.com/file/d/1gbISiBv9eA83sV3w2NjhId0fz4iBgdYN/view?usp=drive_link,https://drive.google.com/thumbnail?id=1gbISiBv9eA83sV3w2NjhId0fz4iBgdYN&sz=w400,
Nursery – Child playing with bubbles,jpg,"people-environments, indoor, play, children",,2024-10-21,https://drive.google.com/file/d/1Ul-f5KTGMN2WsUSsDgmieebe-vyyMiV2/view?usp=drive_link,https://drive.google.com/thumbnail?id=1Ul-f5KTGMN2WsUSsDgmieebe-vyyMiV2&sz=w400,
Nursery – Children playing with toy tractor indoors,jpg,"people-environments, indoor, children, play",,2024-10-21,https://drive.google.com/file/d/1wTgVXVTzq8rcHhWvt93yfKpFRhURruaN/view?usp=drive_link,https://drive.google.com/thumbnail?id=1wTgVXVTzq8rcHhWvt93yfKpFRhURruaN&sz=w400,
Nursery – Child posing for photo in snow,jpg,"people-environments, outdoor, educator",,2023-04-04,https://drive.google.com/file/d/1Tj37cppwym1-21u2gV4QTJjva9TT0b8T/view?usp=drive_link,https://drive.google.com/thumbnail?id=1Tj37cppwym1-21u2gV4QTJjva9TT0b8T&sz=w400,
Nursery – Toddler with blue backpack sitting on steps,jpg,"people-environments, outdoor, children, adult, educator, manager",,2021-10-07,https://drive.google.com/file/d/173oou1clYj2vGdFmptnsRg4-C7BHrfoE/view?usp=drive_link,https://drive.google.com/thumbnail?id=173oou1clYj2vGdFmptnsRg4-C7BHrfoE&sz=w400,
Nursery – Children playing in snow,jpg,"people-environments, outdoor, children, adult",,2018-05-02,https://drive.google.com/file/d/1DEj0pBzsD8uGSX7h4KyM5JdhlccReDWy/view?usp=drive_link,https://drive.google.com/thumbnail?id=1DEj0pBzsD8uGSX7h4KyM5JdhlccReDWy&sz=w400,
Nursery – Children playing with paper indoors,jpg,"people-environments, indoor, classroom, play, children, adult, educator",,2026-02-26,https://drive.google.com/file/d/1XeaD_hLKjuMc6ziKH_8_phrZLnFL2msK/view?usp=drive_link,https://drive.google.com/thumbnail?id=1XeaD_hLKjuMc6ziKH_8_phrZLnFL2msK&sz=w400,
Nursery – Children sitting on the floor indoors in a classroom setting with an educator and manager present,jpg,"people-environments, indoor, classroom, nursery, children, educator, manager",,2017-05-11,https://drive.google.com/file/d/1hRkH5VAGRseUBfJD0fXsylIbVZMqVqI-/view?usp=drive_link,https://drive.google.com/thumbnail?id=1hRkH5VAGRseUBfJD0fXsylIbVZMqVqI-&sz=w400,
Nursery – Girl in snow with red coat and hat standing outdoors at night,jpg,"people-environments, outdoor, nursery, adult",,2018-03-27,https://drive.google.com/file/d/1CTvGl5rUYaH3pa6J8BRIEmmdZtGoSIw7/view?usp=drive_link,https://drive.google.com/thumbnail?id=1CTvGl5rUYaH3pa6J8BRIEmmdZtGoSIw7&sz=w400,
Nursery – Children at table with toys,jpg,"people-environments, indoor, classroom, children, adult, educator",,2023-03-14,https://drive.google.com/file/d/1p_J3CqNapTzbaWUjf_y6WKWE_Sccrm9A/view?usp=drive_link,https://drive.google.com/thumbnail?id=1p_J3CqNapTzbaWUjf_y6WKWE_Sccrm9A&sz=w400,
Nursery - Young girl looking at chairs,jpg,"people-environments, indoor, classroom",,2024-06-13,https://drive.google.com/file/d/170VSQ57xIepewf-6I4MSOlxSRrkeH0p-/view?usp=drive_link,https://drive.google.com/thumbnail?id=170VSQ57xIepewf-6I4MSOlxSRrkeH0p-&sz=w400,
Nursery – Children playing with hats in snow,jpg,"people-environments, outdoor, children",,2018-05-02,https://drive.google.com/file/d/1pQ_YDbRy7K9t8xzv6CT3dg_PZj-AmBGt/view?usp=drive_link,https://drive.google.com/thumbnail?id=1pQ_YDbRy7K9t8xzv6CT3dg_PZj-AmBGt&sz=w400,
Nursery – Child playing with snow indoors,jpg,"people-environments, indoor",,2023-04-04,https://drive.google.com/file/d/11a6xHXmFvQ0OSvnmthuCONY_DM6ouPU6/view?usp=drive_link,https://drive.google.com/thumbnail?id=11a6xHXmFvQ0OSvnmthuCONY_DM6ouPU6&sz=w400,
